"text","created","url","latitude","longitude","retweetCount","hashtag"
"Listen to 21 Willin 2 Die (Prod. Lil Prod ) by Amber London #np on #SoundCloud https://t.co/6RmmkuutE9",2017-08-11 22:09:28,"https://twitter.com/R_Cortez13/status/896131477687083009",NA,NA,2,"#soundcloud"
"Listen to Yarbrough &amp; Peoples - Don't Stop The Music by libra digital #np on #SoundCloud https://t.co/8pWJ4YOnfd",2017-08-11 22:09:27,"https://twitter.com/s69tacy69/status/896131474830708736",NA,NA,1,"#soundcloud"
"A new favorite: NAMTO x LeKiD - RESEAUX by @iamnamto https://t.co/FTh2osRh7h on #SoundCloud",2017-08-11 22:09:25,"https://twitter.com/Ciney__Touch/status/896131466165313536",NA,NA,0,"#soundcloud"
"Listen to 4.TOTA BossB- So Many Shotz by TOTABossBX #np on #SoundCloud <ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b2><af><ed><a0><bd><ed><b2><af><ed><a0><bd><ed><b2><af><ed><a0><bd><ed><b2><af><ed><a0><bd><ed><b2><af> https://t.co/PQtwvy5scQ",2017-08-11 22:09:25,"https://twitter.com/21078_boy/status/896131465074720769",NA,NA,0,"#soundcloud"
"Mack Wilds ft Smooth B - Own It Zulu War / Dwyck #Remix<e2><80><99> by @DjTecnine on #SoundCloud - https://t.co/69db3m2dcZ #rnb #blends #djs #hiphop",2017-08-11 22:09:24,"https://twitter.com/DjTecnine/status/896131461824233472",NA,NA,0,"#soundcloud"
"#NewSingle Out Now On #SoundCloud
 
WHITE 
<ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5>
#NewMusicFriday #SOMETHINGNEW 

ReTweet <ed><a0><bd><ed><b4><a5>Share<ed><a0><bd><ed><b4><a5>Comment 

https://t.co/iLNHLdr9xk",2017-08-11 22:09:21,"https://twitter.com/IAmChrisShorts/status/896131447290970113",NA,NA,0,"#soundcloud"
"Listen to Wu-Tang Clan Aint Nuthing ta F' Wit by Wu-Tang Clan #np on #SoundCloud
https://t.co/lZAuIMkRic",2017-08-11 22:09:20,"https://twitter.com/dukecitysfinest/status/896131445348900864",NA,NA,0,"#soundcloud"
"Dis Hot <ed><a0><bd><ed><b4><a5> Robbioso - #FreeD1 [https://t.co/oprLeXuGtF Exclusive] by Thizzler On The Roof #np on #SoundCloud https://t.co/g3qoBUxdn0",2017-08-11 22:09:14,"https://twitter.com/1TakeJay_/status/896131421533634560",NA,NA,0,"#soundcloud"
"My new sounds: Bass Pops https://t.co/VDoXeSKqHO on #SoundCloud",2017-08-11 22:09:11,"https://twitter.com/freqlomusic/status/896131409001066496",NA,NA,0,"#soundcloud"
"#NewSingle Out Now On #SoundCloud
 
WHITE G
<ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5><ed><a0><bd><ed><b4><a5>
#NewMusicFriday #SOMETHINGNEW 

ReTweet <ed><a0><bd><ed><b4><a5>Share<ed><a0><bd><ed><b4><a5>Comment 

https://t.co/iLNHLdr9xk",2017-08-11 22:09:07,"https://twitter.com/IAmChrisShorts/status/896131390797824000",NA,NA,0,"#soundcloud"
